pointid,grid_code,POINT_X,POINT_Y
180,-2996.4887695,-104.375260221147812,31.906154229837512
181,-3033.6743164,-104.370346644461563,31.906154229837512
182,-3033.6743164,-104.365433067775314,31.906154229837512
183,-3077.2607422,-104.360519491089008,31.906154229837512
184,-3077.2607422,-104.355605914402872,31.906154229837512
185,-3125.4191895,-104.350692337716623,31.906154229837512
186,-3125.4191895,-104.345778761030374,31.906154229837512
187,-3125.4191895,-104.340865184344125,31.906154229837512
188,-3174.1872559,-104.335951607657876,31.906154229837512
189,-3174.1872559,-104.331038030971740,31.906154229837512
190,-3238.8049316,-104.326124454285491,31.906154229837512
191,-3238.8049316,-104.321210877599185,31.906154229837512
192,-3325.6728516,-104.316297300912936,31.906154229837512
193,-3325.6728516,-104.311383724226800,31.906154229837512
194,-3378.7080078,-104.306470147540551,31.906154229837512
195,-3378.7080078,-104.301556570854302,31.906154229837512
196,-3436.9248047,-104.296642994167996,31.906154229837512
197,-3436.9248047,-104.291729417481861,31.906154229837512
198,-3489.9599609,-104.286815840795612,31.906154229837512
199,-3489.9599609,-104.281902264109362,31.906154229837512
200,-3489.9599609,-104.276988687423113,31.906154229837512
201,-3507.3337402,-104.272075110736864,31.906154229837512
202,-3507.3337402,-104.267161534050729,31.906154229837512
203,-3657.2951660,-104.262247957364480,31.906154229837512
204,-3657.2951660,-104.257334380678174,31.906154229837512
205,-3788.0544434,-104.252420803991924,31.906154229837512
206,-3788.0544434,-104.247507227305675,31.906154229837512
207,-3852.6721191,-104.242593650619540,31.906154229837512
208,-3852.6721191,-104.237680073933291,31.906154229837512
209,-3903.8784180,-104.232766497246985,31.906154229837512
210,-3903.8784180,-104.227852920560849,31.906154229837512
211,-3953.2561035,-104.222939343874600,31.906154229837512
212,-3953.2561035,-104.218025767188351,31.906154229837512
213,-4030.0656738,-104.213112190502102,31.906154229837512
214,-4030.0656738,-104.208198613815853,31.906154229837512
215,-4006.5959473,-104.203285037129660,31.906154229837512
216,-4111.1425781,-104.198371460443468,31.906154229837512
217,-4111.1425781,-104.193457883757162,31.906154229837512
218,-4212.6406250,-104.188544307070913,31.906154229837512
219,-4212.6406250,-104.183630730384664,31.906154229837512
220,-4294.3271484,-104.178717153698528,31.906154229837512
221,-4294.3271484,-104.173803577012279,31.906154229837512
222,-4353.4584961,-104.168890000325973,31.906154229837512
223,-4353.4584961,-104.163976423639838,31.906154229837512
224,-4413.8090820,-104.159062846953589,31.906154229837512
225,-4413.8090820,-104.154149270267339,31.906154229837512
226,-4457.7001953,-104.149235693581090,31.906154229837512
227,-4457.7001953,-104.144322116894841,31.906154229837512
228,-4457.7001953,-104.139408540208649,31.906154229837512
229,-4502.8105469,-104.134494963522400,31.906154229837512
230,-4502.8105469,-104.129581386836151,31.906154229837512
231,-4549.4448242,-104.124667810149901,31.906154229837512
232,-4549.4448242,-104.119754233463652,31.906154229837512
233,-4600.9560547,-104.114840656777346,31.906154229837512
234,-4600.9560547,-104.109927080091268,31.906154229837512
235,-4657.0390625,-104.105013503404962,31.906154229837512
236,-4657.0390625,-104.100099926718713,31.906154229837512
237,-4713.4272461,-104.095186350032577,31.906154229837512
238,-4713.4272461,-104.090272773346328,31.906154229837512
239,-4762.8046875,-104.085359196660079,31.906154229837512
240,-4762.8046875,-104.080445619973830,31.906154229837512
241,-4810.3535156,-104.075532043287637,31.906154229837512
242,-4810.3535156,-104.070618466601388,31.906154229837512
243,-4810.3535156,-104.065704889915139,31.906154229837512
244,-4859.1215820,-104.060791313228890,31.906154229837512
245,-4859.1215820,-104.055877736542641,31.906154229837512
246,-4878.6289062,-104.050964159856335,31.906154229837512
247,-4878.6289062,-104.046050583170199,31.906154229837512
248,-4888.0776367,-104.041137006483950,31.906154229837512
249,-4888.0776367,-104.036223429797701,31.906154229837512
250,-4899.3554688,-104.031309853111566,31.906154229837512
251,-4899.3554688,-104.026396276425317,31.906154229837512
252,-4911.8520508,-104.021482699739067,31.906154229837512
253,-4911.8520508,-104.016569123052818,31.906154229837512
254,-4925.2631836,-104.011655546366512,31.906154229837512
255,-4925.2631836,-104.006741969680377,31.906154229837512
256,-4925.2631836,-104.001828392994128,31.906154229837512
257,-4939.5888672,-103.996914816307878,31.906154229837512
258,-4939.5888672,-103.992001239621629,31.906154229837512
259,-4955.1337891,-103.987087662935323,31.906154229837512
260,-4955.1337891,-103.982174086249188,31.906154229837512
261,-4972.2026367,-103.977260509562939,31.906154229837512
