Network Code,Station Code,Longitude (WGS84),Latitude (WGS84),Affiliation,Archive,Location Description,Place,Elevation,Start Date,End Date
4O,EE01,-102.038458,32.244546,Unavailable,TXHUB,,"Martin County, TX",999,2024-05-30,2024-09-11
TX,ET02,-94.108269,31.587117,,,,San Augustine County,143,2024-07-11,
2T,EF78,-98.601123,27.887311,,,,Duval County,156,2024-07-16,2024-09-13
DB,MID02,-102.1669,32.1297,Unavailable,TXHUB,,"Midland, TX",883,2020-11-16,2021-12-07
TX,SN06,-100.93311,32.87767,Unavailable,TXHUB,,"Snyder, TX",769,2017-03-09,2018-11-29
TX,EF01,-98.38039,29.12809,Unavailable,TXHUB,,"Floresville, TX",173,2017-07-19,2018-06-20
TX,FW08,-97.11214,32.48811,Unavailable,TXHUB,,"Lillian, TX",184,2018-05-25,2018-11-04
TX,PH01,-101.703465,35.57899,Unavailable,TXHUB,,"Fritch, TX",870,2018-10-25,2019-02-11
TX,PH04,-101.912941,35.23603,Unavailable,TXHUB,,"Amarillo, TX",1062,2018-10-26,2019-02-11
TX,PB16A,-103.252,31.12496,University of Texas,TXHUB,,"Coyonosa, TX",848,2019-02-13,2019-04-10
TX,SN05,-100.88431,32.87838,Unavailable,TXHUB,,"Snydet, TX",724,2017-03-09,2019-07-31
TX,EF00,-98.38039,29.12809,Unavailable,TXHUB,,"Floresville, TX",173,2018-02-02,2019-09-08
TX,SN01,-100.88986,32.86147,Unavailable,TXHUB,,"Snyder, TX",717,2017-03-09,2019-09-30
TX,PB02,-103.510162,31.408951,Unavailable,TXHUB,,"Pecos, TX",792,2017-01-27,2020-07-30
TX,PB15,-103.08439,31.2114,Texas Seismological Network,TXHUB,,Coyonosa,743,2019-06-27,2020-09-01
TX,FW03,-98.065202,33.039624,Unavailable,TXHUB,,"Mineral Wells, TX",321,2016-10-18,2021-06-16
TX,FW16,-96.89716,32.48187,Unavailable,TXHUB,,"Waxahatchie, TX",193,2016-11-16,2021-10-08
TX,HNVL,-95.466664,30.75643,Unavailable,TXHUB,,Huntsville TX,87,2017-04-06,2021-12-09
TX,OG03,-102.4867,32.02737,University of Texas,TexNet,,"Odessa, TX",921,2020-09-09,2023-11-01
TX,DG03,-103.48416,31.38856,University of Texas,TexNet,,"Pecos, TX",830,2020-03-06,2023-11-30
TX,EF07,-98.017968,28.983735,Unavailable,TXHUB,,Karnes County,95,2024-09-06,
4T,EL07,-95.082627,29.653474,University of Texas,TexNet,,EL07,9,2021-12-01,2024-02-01
4T,EL04,-95.309331,29.563707,University of Texas,TexNet,,EL04,2,2022-03-10,2024-02-01
4T,EL06,-95.173643,29.660086,University of Texas,TexNet,,EL06,11,2022-03-29,2024-02-01
4T,FMR1,-98.5675,26.602778,University of Texas,TexNet,,"Starr County, TX",140,2021-10-06,2024-05-02
4T,FMR2,-98.58452,26.57328,University of Texas,TexNet,,"Starr County, TX",140,2021-10-06,2024-05-02
4T,FMR4,-98.5649445,26.5790753,Unavailable,TXHUB,,"Starr County, TX",137,2021-10-08,2024-05-02
US,JCT,-99.8022,30.4794,United States National Seismic Network,TXHUB,,Junction,591,2000-02-03,
4O,WB01,-104.060278,31.721667,Unavailable,TXHUB,,"Culberson, TX",927,2021-07-06,2023-11-04
TA,ABTX,-99.6431,32.6238,USArray Transportable Array (NSF EarthScope Projec,TXHUB,,Abilene,502,2009-02-12,2018-08-15
TA,MSTX,-102.7724,33.9696,USArray Transportable Array (NSF EarthScope Projec,TXHUB,,Muleshoe,1167,2008-04-23,2018-08-15
TA,T25A,-104.4108,37.1388,USArray Transportable Array (NSF EarthScope Projec,TXHUB,,Trinidad,2017,2008-05-25,2019-03-07
TA,WHTX,-97.4561,31.9913,USArray Transportable Array (NSF EarthScope Projec,TXHUB,,Lake Whitney,190,2009-02-11,2018-08-15
TA,Y22D,-106.921,34.0739,USArray Transportable Array (NSF EarthScope Projec,TXHUB,,IRIS PASSCAL Instrument Center,1436,2007-09-29,2019-11-30
TA,121A,-107.7851,32.5324,USArray Transportable Array (NSF EarthScope Projec,TXHUB,,Cookes Peak,1652,2008-02-12,2019-03-08
TA,833A,-99.3939,28.3236,USArray Transportable Array (NSF EarthScope Projec,TXHUB,,Chaparral WMA,171,2009-12-04,2019-03-05
ZW,AFDA,-97.048401,32.822601,,,,,165,2014-12-08,2018-02-27
ZW,AZWR,-98.311996,32.811501,,,,,381,2014-01-27,2017-12-31
ZW,IFSC,-96.906097,32.875198,,,,,134,2017-11-20,2018-12-31
ZW,AZVM,-97.5488,33.0313,,,,,208,2018-07-02,2019-12-25
ZW,IFDF,-96.9044,32.7756,,,,,130,2015-01-30,2021-08-12
ZW,LLGR,-96.7872,33.1821,,,,,223,2018-02-27,2021-06-11
N4,237B,-95.808403,32.001499,,,,,116,2014-02-05,2019-03-05
TX,PB27,-103.1307,31.57632,,,,"North of Pyote, TX",812.3,2019-07-23,2020-04-13
TX,EF09,-98.601123,27.887311,,,,Duval County,156,2024-09-13,
4T,FMR3,-98.5413535,26.5808215,,,,"Starr County, TX",131,2021-10-06,2024-05-02
4T,EL08,-95.124682,29.567319,University of Texas,TexNet,,,10,2021-11-18,2024-02-01
4T,EL05,-95.286764,29.647182,University of Texas,TexNet,,,12,2022-04-26,2024-02-01
4T,EL01,-95.136906,29.613102,,,,Ellington AFB,8,2021-11-05,2024-03-27
4T,EL02,-95.166403,29.590574,,,,Ellington AFB,10,2021-11-05,2024-03-27
4T,EL03,-95.174532,29.622642,,,,Ellington AFB,13,2021-11-05,2024-03-27
4O,EE04,-101.998815,32.321635,Unavailable,TXHUB,,,999,2024-09-11,
4F,VBMS,-97.148499,32.498798,,,,,197,2015-05-10,2017-11-30
4F,FWTW,-97.2785,32.7347,,,,,185,2017-11-29,2021-08-11
SC,BAR,-106.627831,34.150002,New Mexico Tech Seismic Network (),,,Barrett,2121,1999-01-01,
SC,BMT,-107.260162,34.275002,New Mexico Tech Seismic Network (),,,Bear Mountains,1987,1999-01-01,
SC,CAR,-106.734497,33.952499,New Mexico Tech Seismic Network (),,,Carthage,1658,1999-01-01,
SC,LAZ,-107.013931,34.241199,New Mexico Tech Seismic Network (),,,Sierra Ladrones,1878,1999-01-01,
SC,LPM,-106.631836,34.3116,New Mexico Tech Seismic Network (),,,Los Pinos Mountains,1737,1999-01-01,
SC,MLM,-107.144997,34.814167,New Mexico Tech Seismic Network (),,,Mesa Lucero,2088,1999-01-01,
SC,SRGE,-106.859268,34.047657,New Mexico Tech Seismic Network (),,,Socorro-Rio Grand station,0,2011-08-18,
SC,WTX,-106.945831,34.072166,New Mexico Tech Seismic Network (),,,Woods Tunnel,1555,1999-01-01,
SC,Y22D,-106.921,34.0739,New Mexico Tech Seismic Network (),,,PASSCAL Instrument Center,1436,2020-01-01,
TA,KSCO,-102.6273,39.0112,,,,,1382,2008-12-03,2018-08-15
TA,N23A,-105.944,40.8947,,,,,2458,2008-07-05,2019-03-04
TA,O20A,-108.2416,40.1348,,,,,1915,2007-11-12,2018-08-15
TA,TUL1,-95.7919,35.9104,,,,,256,2008-10-16,2017-04-25
TA,TUL3,-95.7918,35.9105,,,,,265,2017-04-25,2018-08-15
TA,Q24A,-105.1492,38.9641,,,,,2775,2008-06-28,2019-03-07
TA,S22A,-106.8293,37.7461,,,,,2626,2008-06-15,2019-03-07
TA,Y22F,-106.9209,34.0741,,,,,1439,2016-09-17,2018-05-18
TA,435B,-97.585,30.7827,,,,,248,2010-01-15,2019-03-05
IM,TX11,-103.6677,29.3344,,,,,1003.400024,2000-12-14,2018-03-27
ZP,SC04,-97.473422,34.36356,,,,,300,2016-11-11,2017-12-31
ZP,SC08,-96.393077,34.687273,,,,,200,2016-12-12,2017-12-31
ZP,SC09,-97.365705,34.545088,,,,,291,2017-04-07,2017-12-31
ZP,SC12,-99.3547,34.921667,,,,,472,2017-04-14,2017-12-31
ZP,SC13,-96.945632,34.727653,,,,,363,2017-05-11,2017-12-31
ZP,SC14,-98.243927,34.452052,,,,,339,2017-05-11,2017-12-31
ZP,SC15,-99.50059,35.606645,,,,,550,2017-05-12,2017-12-31
DB,MID01,-102.2322,31.949,Unavailable,TXHUB,,"MIdland, TX",880,2020-11-16,2023-02-17
DB,MID04,-101.8636,32.2189,Unavailable,TXHUB,,"Midland, TX",853,2022-02-14,
TX,PB17,-103.15182,30.99675,,,,Fort Stockton,734,2020-02-20,
4O,AT01,-101.73096,31.80227,,,,,815,2023-01-22,
4O,GV01,-101.6023,32.4065,,,,Howard County,807,2023-07-09,
4O,SA07,-104.36481,31.86578,,,,,1103,2022-07-31,
4O,SA09,-104.31933,31.9998,,,,,1069,2022-07-31,
4O,SM01,-101.9041,32.1913,,,,,852,2023-06-01,
4O,GV02,-101.39524,32.35144,,,,Howard County,779,2023-07-09,
4O,MO01,-101.4394,32.5118,,,,,794,2023-03-05,
4O,SM02,-102.1208,32.3607,,,,,883,2023-11-08,
4O,PL01,-103.3596294,31.9948147,,,,,949,2022-01-03,
4O,MBBB2,-102.073906,32.053452,,,,,850,2022-03-10,
4O,MBBB3,-101.709457,31.843938,,,,,727,2023-01-19,
4O,MBBB4,-101.89224,31.830239,,,,,714,2023-01-19,
4O,MBBB5,-102.082661,32.282248,,,,,779,2023-01-20,
4O,DB02,-103.1096,31.1858,Unavailable,TXHUB,,"Coyanosa,TX (3)",820,2021-02-22,
4O,DB03,-103.078,31.1162,Unavailable,TXHUB,,"Coyanosa, TX (2)",839,2021-02-22,
4O,DB04,-103.1054,31.0664,Unavailable,TXHUB,,"Coyanosa,TX (1)",868,2021-02-22,
4O,MBBB1,-101.89107,32.246247,,,,,855,2021-09-16,
4O,MID01,-102.2322,31.946,Unavailable,TXHUB,,"Midland, TX",880,2021-09-16,
4O,OP01,-101.36427,32.43232,,,,"NE of Big Spring, TX",760,2021-06-30,
4O,SA02,-104.2649,31.67163,,,,"West of Orla, TX",1127.5,2021-12-07,
4O,SA04,-104.25458,31.75593,,,,"West of Orla, TX",1092.1,2021-12-07,
4O,SA06,-104.14971,31.75696,,,,"West of Orla, TX",1048.2,2021-12-07,
4O,MID03,-102.2109,32.0121,Unavailable,TXHUB,,"Midland, TX",874,2022-02-14,
4O,CF01,-100.58318,32.80184,,,,,640,2022-03-20,
4O,SM03,-101.8702,32.288,,,,,863,2023-12-10,
4O,LWM3,-103.608,31.4101,,,,,821,2023-12-10,
4O,SD01,-101.9796,32.5455,,,,,877,2024-01-08,
4O,GV03,-101.6395,32.11,,,,,765,2024-02-05,
4O,CW01,-101.70247,32.19525,,,,,764,2024-02-18,
4O,SM04,-102.111,32.4079,,,,,880,2024-03-11,
4O,OE01,-101.75484,32.48091,,,,"Martin, County",830,2024-03-20,
4O,VW01,-103.3745,31.5107,,,,,1000,2024-04-29,
4O,EE02,-101.999498,32.306603,Unavailable,TXHUB,,,999,2024-08-21,
4O,GV04,-101.8344,32.3192,,,,,817,2024-08-20,
4O,EE03,-101.761496,31.61121,Unavailable,TXHUB,,,999,2024-09-11,
4O,MBBB6,-101.92309,31.917202,,,,,819,2024-07-24,
AM,R0F1A,-95.576,29.5978,RaspShake Network,ZCS,,Raspberry Shake Personal Seismograph Station,27,2016-11-01,2023-06-06
AM,R9B84,-95.6986,29.9144,RaspShake Network,ZCS,,Raspberry Shake Personal Seismograph Station,46,2016-11-01,2021-02-11
AM,R9EE9,-96.7944,32.8533,RaspShake Network,ZCS,,Raspberry Shake Personal Seismograph Station,178,2016-11-01,2018-09-22
AM,R349C,-101.9118,33.5954,RaspShake Network,ZCS,,Raspberry Shake Personal Seismograph Station (4D),985,2017-01-01,2023-06-05
AM,R3913,-98.4261,29.5843,RaspShake Network,ZCS,,Raspberry Shake Personal Seismograph Station (4D),256,2017-01-01,2018-09-12
AM,R7489,-95.5868,30.1825,RaspShake Network,ZCS,,Raspberry Shake Personal Seismograph Station (4D),67,2017-01-01,2018-08-08
AM,R7783,-97.8306,30.4717,RaspShake Network,ZCS,,Raspberry Shake Personal Seismograph Station (4D),297,2017-01-01,2020-01-06
AM,R7813,-96.5851,33.0413,RaspShake Network,ZCS,,Raspberry Shake Personal Seismograph Station,167,2017-01-01,2023-06-05
AM,RC421,-96.2945,30.6466,RaspShake Network,ZCS,,Raspberry Shake Personal Seismograph Station,88,2016-11-01,2021-02-15
AM,REA98,-95.3852,29.81,RaspShake Network,ZCS,,Raspberry Shake Personal Seismograph Station,18,2016-11-01,2019-08-13
AM,RFAE6,-97.1323,32.2972,RaspShake Network,ZCS,,Raspberry Shake Personal Seismograph Station,199,2016-11-01,2022-08-18
AM,RFFB7,-97.1041,33.221,RaspShake Network,ZCS,,Raspberry Shake Personal Seismograph Station (4D),199,2017-01-01,2023-06-05
4O,BW01,-101.25893,32.35311,,,,,729,2024-09-23,
4O,BB01,-102.62554,31.50891,,,,,804,2024-09-23,
4O,SE01,-102.34196,32.01531,,,,,898,2024-09-23,
4O,WW01,-103.90409,31.769723,,,,,877,2024-09-17,
ZW,ITL2,-96.891518,32.84024,,,,,230,2014-01-07,2017-12-31
SC,CBET,-103.878998,32.4203,New Mexico Tech Seismic Network (),,,Carlsbad East Tower,1042,1999-01-01,
SC,CL2B,-103.878998,32.264099,New Mexico Tech Seismic Network (),,,Gnome Test Site,1046,1999-01-01,
SC,CL7,-103.8084,32.413,New Mexico Tech Seismic Network (),,,WIPP Site,1034,1999-01-01,
SC,CPRX,-103.867302,33.0308,New Mexico Tech Seismic Network (),,,Cap Rock,1361,1999-01-01,
SC,DAG,-104.691704,32.591,New Mexico Tech Seismic Network (),,,Dagger Draw,1280,1999-01-01,
SC,GDL2,-104.363701,32.200802,New Mexico Tech Seismic Network (),,,Guadalupe Mountains,1211,1999-01-01,
SC,HTMS,-103.6343,32.472599,New Mexico Tech Seismic Network (),,,Hat Mesa,1192,1999-01-01,
SC,SRH,-104.515404,32.491798,New Mexico Tech Seismic Network (),,,Seven River Hills,1276,2004-05-12,
SC,SSS,-103.398598,32.355099,New Mexico Tech Seismic Network (),,,San Simon Sink,1072,1999-01-01,
NX,WTX28,-103.376924,32.878676,,,,,1173,2020-11-05,
NX,WTX29,-103.556767,32.741397,,,,,1207,2020-11-05,
4T,FOAK2,-98.484819,28.675399,,,,"Atascosa County, TX",102,2024-10-14,
4T,FOAK1,-98.505556,28.654167,,,,"Atascosa County, TX",99,2024-10-14,
4T,FOAK3,-98.509819,28.622016,,,,"McMullen County, TX",103,2024-10-14,
4T,FOAK4,-98.533689,28.649671,,,,"McMullen county, TX",99,2024-10-14,
4O,NGL01,-102.9968,32.2098,,,,,991,2024-10-08,
4O,NGL02,-103.0443,32.2301,,,,,993,2024-10-08,
TX,MB26,-102.638268,31.491225,,,,"Crane County, TX",800,2025-02-13,
TX,PB41,-103.009892,31.284782,,,,,783,2024-12-06,
N4,143B,-91.4036,32.7032,,,,LA / Pioneer,31,2014-01-30,
N4,Z47B,-88.0696,33.1989,,,,AL / Carrollton,64,2014-02-28,
AG,WHAR,-92.289,35.29,,,,,184,2010-02-15,
AG,X40A,-92.8342,34.4873,,,,,158,2016-06-22,
AG,Z41A,-92.803,33.2577,,,,,62,2016-08-10,
IU,WVT,-87.83,36.1297,,,,,170,1997-04-16,
4O,OE02,-101.8231,32.2168,,,,,845,2024-12-22,
2T,EF80,-97.134167,29.3075,University of Texas,TXHUB,,"Yoakum, TX",80,2025-01-08,
TX,DFG03,-96.898925,32.848849,University of Texas,TexNet,,,124,2025-01-23,
TX,DFG04,-96.921362,32.831061,University of Texas,TexNet,,,125,2025-01-23,
TX,DFG07,-97.203503,32.576212,University of Texas,TexNet,,,198,2025-01-24,
TX,DFG06,-97.155079,32.461957,University of Texas,TexNet,,,197,2025-01-24,
TX,DFG05,-97.103151,32.432535,University of Texas,TexNet,,,193,2025-01-24,
TX,ET03,-94.173999,31.515911,,,,San Augustine County,75,2025-01-31,
US,VBMS,-90.517671,32.21851,,,,,16,2007-04-13,
4O,SM05,-102.155,32.30357,,,,,889,2025-02-08,
TX,DFG01,-97.1425,32.5202,University of Texas,TexNet,,Johnson County,100,2025-03-19,
TX,DFG09,-97.099243,32.507303,University of Texas,TexNet,,Johnson County,183,2025-03-19,
4O,PRS01,-103.32042,31.8832,,,,,8780,2025-02-15,
TX,MB27,-101.899528,32.520028,Unavailable,TXHUB,,,844,2025-04-03,
